Tipo,Prov_Ciudad,Zona,Calle,Precio,Metros,Habitación,Baños
Piso,Barcelona,El Congrés i els Indians,calle Felip Bertran I Guell,1000,95,4,1
Piso,Barcelona,El Raval,calle De la Lluna,950,40,2,1
Casa,Barcelona,NA,Sant Genís dels Agudells,4500,120,3,2
Piso,Barcelona,Vila de Gràcia,calle Príncep D´Astúries,1500,140,3,1
Piso,Barcelona,NA,Eixample esquerra,1800,85,3,2
Piso,Barcelona,Ciutat  Vella,calle Comtal,1450,100,3,2
Piso,Barcelona,El Poble Sec-Montjuïc,calle De Salvà,1100,100,2,1
Piso,Barcelona,NA,Eixample dreta,5500,210,3,3
Piso,Barcelona,NA,Born-Santa Caterina-Sant Pere-La Ribera,2100,120,2,1
Piso,Barcelona,NA,Born-Santa Caterina-Sant Pere-La Ribera,1150,60,1,1
Apartamento,Barcelona,NA,Born-Santa Caterina-Sant Pere-La Ribera,3200,145,3,2
Piso,Barcelona,Born-Santa Caterina-Sant Pere-La Ribera,calle Sant Pere Santa Caterina i la Ribera,1000,51,1,1
Apartamento,Barcelona,Eixample esquerra,calle Muntaner,1400,115,3,2
Piso,Barcelona,Eixample dreta,calle Casp,2700,83,3,2
Dúplex,Barcelona,NA,Sant Martí,1200,68,2,1
Piso,Barcelona,Eixample esquerra,calle Consell de Cent,1600,75,1,1
Piso,Barcelona,La Barceloneta,calle Mar,1850,55,2,1
Piso,Barcelona,Eixample esquerra,calle Gran Via de Las Cortes Catalan,1500,92,4,1
Piso,Barcelona,NA,Sant Gervasi – La Bonanova,1100,48,1,1
Apartamento,Barcelona,NA,Born-Santa Caterina-Sant Pere-La Ribera,1100,33,1,1
Piso,Barcelona,El Putxet i Farró,calle Sant Gervasi de Cassoles,1100,50,1,1
Piso,Barcelona,NA,Sant Gervasi – La Bonanova,1150,48,1,1
Piso,Barcelona,NA,Vila de Gràcia,2600,180,6,2
Piso,Barcelona,La Font d´en Fargues,calle Alt de Pedrell,750,70,3,1
Piso,Barcelona,El Putxet i Farró,calle Ferran Puig,1200,75,2,1
Piso,Barcelona,Born-Santa Caterina-Sant Pere-La Ribera,calle Dels Mercaders,950,38,1,1
Piso,Barcelona,Eixample esquerra,calle Consell de Cent,1800,65,2,2
Piso,Barcelona,NA,Eixample esquerra,2700,92,3,2
Piso,Barcelona,El Poble Sec-Montjuïc,calle De Sant Fructuós,850,82,3,1
Piso,Barcelona,Nou barris,paseo De Fabra i Puig,900,73,3,1
Piso,Barcelona,NA,Eixample dreta,4500,133,4,2
Piso,Barcelona,NA,El Gótic,2200,85,2,1
Apartamento,Barcelona,NA,Eixample esquerra,2600,175,6,2
Apartamento,Barcelona,NA,El Gótic,1400,85,3,2
Apartamento,Barcelona,NA,Barcelona,1600,85,2,2
Piso,Barcelona,La Bordeta,calle Gavà,1150,76,4,2
Piso,Barcelona,Horta,calle Letamendi,950,75,2,1
Piso,Barcelona,NA,Ciutat  Vella,2000,104,2,2
Piso,Barcelona,La Sagrada Família,calle San Antoni María Claret,1100,75,3,1
Piso,Barcelona,El Gótic,calle Escudellers Blancs,1450,85,3,2
Apartamento,Barcelona,NA,Eixample esquerra,1200,70,2,1
Piso,Barcelona,Vila de Gràcia,calle Vilafranca,700,45,1,1
Piso,Barcelona,Eixample esquerra,calle Balmes,1200,72,2,1
Piso,Barcelona,Born-Santa Caterina-Sant Pere-La Ribera,calle Barra de Ferro,1700,115,3,2
Piso,Barcelona,La Font de la Guatlla,calle Sant Paulí de Nola,1210,101,4,1
Piso,Barcelona,Les corts,calle Melcior de Palau,1150,80,2,1
Piso,Barcelona,Sant Antoni,calle Viladomat,1500,65,2,1
Piso,Barcelona,La Guineueta,calle De la Guineueta,700,58,2,1
Piso,Barcelona,La Bordeta,calle De Quetzal,900,60,3,1
Piso,Barcelona,El Gótic,calle Escudellers Blancs,1450,80,3,2
Piso,Barcelona,Eixample esquerra,calle Del Comte D\Urgell,1525,114,3,2
Piso,Barcelona,NA,Eixample esquerra,2500,136,3,2
Piso,Barcelona,Eixample esquerra,calle Del Rosselló,1450,83,3,1
Piso,Barcelona,Born-Santa Caterina-Sant Pere-La Ribera,calle Dels Tiradors,850,37,1,1
Apartamento,Barcelona,NA,Eixample esquerra,1400,115,3,2
Piso,Barcelona,Navas,calle Espronceda,1100,94,4,2
Piso,Barcelona,NA,Eixample esquerra,1300,73,2,1
Piso,Barcelona,Eixample esquerra,calle Del Rosselló,1950,80,2,1
Piso,Barcelona,NA,Vallcarca i els Penitents,890,60,2,1
Piso,Barcelona,El Carmel,calle Santuari,940,69,3,1
Piso,Barcelona,El Parc i la Llacuna,calle Pallars,1500,45,2,1
Piso,Barcelona,Eixample esquerra,calle Valencia,1600,85,4,2
Piso,Barcelona,Sant Gervasi – Galvany,calle Ganduxer,2625,80,3,2
Piso,Barcelona,Ciutat  Vella,calle Carretes,860,53,2,1
Piso,Barcelona,El Raval,calle Malnom,1130,58,3,1
Piso,Barcelona,NA,Born-Santa Caterina-Sant Pere-La Ribera,1300,70,1,1
Piso,Barcelona,Born-Santa Caterina-Sant Pere-La Ribera,calle Brosoli,800,30,1,1
Piso,Barcelona,Eixample dreta,pasaje Puigmadrona,900,55,2,1
Piso,Barcelona,La Sagrada Família,calle Corsega,1375,80,4,1
Piso,Barcelona,Eixample esquerra,calle Muntaner,2700,100,3,2
Piso,Barcelona,Sant Gervasi – La Bonanova,calle De Castanyer,800,53,1,1
Apartamento,Barcelona,NA,Eixample esquerra,2600,175,6,2
Piso,Barcelona,NA,Diagonal Mar,1600,99,3,2
Piso,Barcelona,Sant Gervasi – La Bonanova,calle De Craywinckel,1250,131,4,1
Apartamento,Barcelona,Eixample esquerra,calle Muntaner,1400,115,3,2
Piso,Barcelona,Eixample dreta,calle Casp,2700,83,3,2
Apartamento,Barcelona,NA,El Raval,950,50,2,1
Dúplex,Barcelona,NA,Vila de Gràcia,3200,210,4,2
Piso,Barcelona,Born-Santa Caterina-Sant Pere-La Ribera,calle Sant Pere Santa Caterina i la Ribera,1000,51,1,1
Piso,Barcelona,La Barceloneta,calle Mar,1850,55,2,1
Ático,Barcelona,NA,El Raval,1450,70,2,1
Piso,Barcelona,Eixample esquerra,calle Gran Via de Las Cortes Catalan,1500,92,4,1
Piso,Barcelona,NA,Sant Gervasi – La Bonanova,1100,48,1,1
Piso,Barcelona,El Putxet i Farró,calle Sant Gervasi de Cassoles,1100,50,1,1
Apartamento,Barcelona,NA,La Barceloneta,1250,50,1,1
Piso,Barcelona,NA,Sant Gervasi – La Bonanova,1150,48,1,1
Piso,Barcelona,La Font d´en Fargues,calle Alt de Pedrell,750,70,3,1
Piso,Barcelona,Born-Santa Caterina-Sant Pere-La Ribera,calle Dels Mercaders,950,38,1,1
Ático,Barcelona,NA,Sant Antoni,1450,65,2,2
Piso,Barcelona,NA,Vila de Gràcia,2600,180,6,2
Piso,Barcelona,Horta,paseo Universal,1010,68,2,1
Piso,Barcelona,Les corts,calle Equador,1650,90,3,2
Piso,Barcelona,Ciutat  Vella,calle Comtal,1450,100,3,2
Piso,Barcelona,Fort Pienc,calle Marina,1200,80,3,2
Piso,Barcelona,NA,Born-Santa Caterina-Sant Pere-La Ribera,1150,60,1,1
Piso,Barcelona,Born-Santa Caterina-Sant Pere-La Ribera,calle Nou,1000,55,1,1
Piso,Barcelona,La Sagrada Família,calle De Provença,1125,50,1,1
Piso,Barcelona,NA,Eixample esquerra,1300,50,1,2
Apartamento,Barcelona,NA,Eixample esquerra,1450,83,3,1
Ático,Barcelona,NA,Sant Antoni,1800,100,4,1
Piso,Barcelona,Camp de l´Arpa,calle El Camp de L´Arpa del Clot,1300,55,1,1
Piso,Barcelona,NA,Eixample dreta,1800,128,2,1
Piso,Barcelona,Born-Santa Caterina-Sant Pere-La Ribera,calle Dels Tiradors,850,37,1,1
Piso,Barcelona,NA,Eixample esquerra,1800,85,3,2
Piso,Barcelona,NA,Eixample esquerra,1300,73,2,1
Piso,Barcelona,Sant Gervasi – La Bonanova,calle De Castanyer,800,53,1,1
Apartamento,Barcelona,NA,Sant Ramon-La Maternitat,1800,110,3,2
Apartamento,Barcelona,NA,Fort Pienc,2000,89,4,2
Piso,Barcelona,NA,Eixample esquerra,2500,136,3,2
Piso,Barcelona,NA,El Poblenou,1200,80,2,1
Piso,Barcelona,El Raval,calle Malnom,1130,58,2,1
Apartamento,Barcelona,NA,Barcelona,3200,80,2,2
Piso,Barcelona,Eixample esquerra,calle Comte Urgell,880,50,2,1
Apartamento,Barcelona,NA,Born-Santa Caterina-Sant Pere-La Ribera,1100,33,1,1
Piso,Barcelona,Navas,calle Espronceda,1100,94,4,2
Piso,Barcelona,NA,Eixample esquerra,4200,130,3,3
Piso,Barcelona,Les corts,calle De Joan Güell,1550,103,4,2
Piso,Barcelona,Eixample esquerra,calle Del Rosselló,1950,80,2,1
Piso,Barcelona,NA,Eixample esquerra,2700,95,3,2
Piso,Barcelona,El Carmel,calle Santuari,940,69,3,1
Piso,Barcelona,El Parc i la Llacuna,calle Pallars,1500,45,2,1
Piso,Barcelona,Fort Pienc,calle Marina,1300,90,4,2
Piso,Barcelona,NA,La Sagrada Família,1800,124,3,2
Piso,Barcelona,Eixample esquerra,calle Valencia,1600,85,4,2
Piso,Barcelona,Sant Gervasi – Galvany,calle Ganduxer,2625,80,3,2
Apartamento,Barcelona,NA,Eixample esquerra,3400,135,4,3
Apartamento,Barcelona,NA,Eixample esquerra,1400,115,3,2
Piso,Barcelona,Ciutat  Vella,calle Carretes,860,53,2,1
Piso,Barcelona,El Raval,calle Malnom,1130,58,3,1
Piso,Barcelona,Eixample dreta,pasaje Puigmadrona,900,55,2,1
Piso,Barcelona,La Sagrada Família,calle Corsega,1375,80,4,1
Piso,Barcelona,Eixample esquerra,calle Muntaner,2700,100,3,2
Piso,Barcelona,NA,Sant Gervasi – La Bonanova,1600,85,3,1
Piso,Barcelona,La Sagrada Família,calle Sagrada Familia,2400,95,3,2
Piso,Barcelona,NA,Born-Santa Caterina-Sant Pere-La Ribera,1300,70,1,1
Piso,Barcelona,El Raval,calle De la Mercè,1380,50,1,1
Piso,Barcelona,El Congrés i els Indians,paseo Maragall,770,70,3,1
Apartamento,Barcelona,NA,Diagonal Mar,2500,120,4,2
Piso,Barcelona,La Marina de Port,calle De Francesc Boix Campo,1400,118,3,2
Piso,Barcelona,NA,Vallcarca i els Penitents,890,60,2,1
Piso,Barcelona,Sant Ramon-La Maternitat,calle La Maternitat i Sant Ramon,1090,70,3,2
Ático,Barcelona,NA,El Putxet i Farró,8000,256,3,3
Piso,Barcelona,Navas,calle Navas,1000,60,3,1
Piso,Barcelona,Sant Gervasi – La Bonanova,calle Camp,1600,87,3,2
Estudio,Barcelona,Barcelona,calle De Cotonat,750,25,1,0
Piso,Barcelona,Eixample esquerra,calle Gran Via de Les Corts Catalanes,2500,112,4,2
Piso,Barcelona,La Sagrada Família,calle Lepant,1080,78,3,1
Ático,Barcelona,Sarrià,calle Sarrià,1175,45,1,1
Piso,Barcelona,El Poble Sec-Montjuïc,calle D´En Fontrodona,970,62,2,1
Apartamento,Barcelona,NA,La Sagrada Família,1275,75,3,2
Piso,Barcelona,El Raval,calle De la Riereta,1300,88,3,2
Ático,Barcelona,NA,Eixample esquerra,1600,64,2,1
Piso,Barcelona,El Clot,calle Independencia,1050,58,2,1
Bajo,Barcelona,Sant Antoni,calle Sant Antoni,915,37,1,1
Estudio,Barcelona,Sant Ramon-La Maternitat,calle Avinguda de Xile,800,15,1,0
Apartamento,Barcelona,NA,Camp de l´Arpa,1600,90,3,1
Piso,Barcelona,La Teixonera,calle De Santa Rosalia,1600,110,3,2
Piso,Barcelona,Born-Santa Caterina-Sant Pere-La Ribera,calle Canvis Nous,1200,65,1,1
Apartamento,Barcelona,NA,La Sagrada Família,1500,85,3,2
Piso,Barcelona,Navas,calle Sant Antoni Maria Claret,1100,100,4,1
Apartamento,Barcelona,NA,Vallcarca i els Penitents,1600,95,2,2
Piso,Barcelona,El Putxet i Farró,calle Sant Gervasi de Cassoles,1200,50,1,1
Piso,Barcelona,El Raval,calle Joaquin Costa,875,50,1,1
Piso,Barcelona,El Raval,calle Sant Bernat,900,40,1,1
Piso,Barcelona,Eixample esquerra,calle Rocafort,1500,80,3,1
Piso,Barcelona,Bon Pastor,calle Foc Follet,950,64,2,1
Piso,Barcelona,La Sagrada Família,calle Industria,1040,43,3,1
Piso,Barcelona,NA,Ciutat  Vella,1500,73,2,1
Piso,Barcelona,Born-Santa Caterina-Sant Pere-La Ribera,calle Massanet,900,35,1,1
Piso,Barcelona,El Congrés i els Indians,calle Felip II,950,80,3,2
Piso,Barcelona,La Barceloneta,calle Guitert,900,38,1,1
Piso,Barcelona,Born-Santa Caterina-Sant Pere-La Ribera,calle Massanet,830,25,1,1
Piso,Barcelona,La Sagrada Família,calle Mallorca,1350,78,3,2
Piso,Barcelona,El Clot,calle Bofarull,890,70,2,1
Piso,Barcelona,La Marina de Port,calle Francesc Boix Campo,1400,118,3,2
Piso,Barcelona,El Putxet i Farró,calle Republica Argentina,1200,95,3,2
Apartamento,Barcelona,NA,La Sagrada Família,1080,78,1,1
Piso,Barcelona,Sant Ramon-La Maternitat,calle Cardenal Reig,1300,92,2,2
Piso,Barcelona,Sant Gervasi – Galvany,calle Ganduxer,2625,80,3,1
Apartamento,Barcelona,El Raval,calle Salvador,1100,60,2,1
Piso,Barcelona,NA,Sant Ramon-La Maternitat,2000,136,4,2
Piso,Barcelona,Hostafrancs,calle Bejar,850,50,3,1
Piso,Barcelona,El Besòs i el Maresme,calle Tarba,900,62,2,1
Piso,Barcelona,El Turó de la Peira-Can Peguera,calle Cadi,790,55,3,1
Piso,Barcelona,Gràcia Nova,calle Diagonal,2950,80,3,2
Ático,Barcelona,NA,Sant Antoni,2500,55,2,2
Piso,Barcelona,La Sagrada Família,calle Arago,1390,98,3,1
Piso,Barcelona,Sant Antoni,calle Comte Borrell,1250,70,2,1
Piso,Barcelona,Sant Martí,calle Mallorca,1100,69,3,1
Piso,Barcelona,El Gótic,calle De Santa Clara,2000,115,2,1
Piso,Barcelona,Sant Gervasi – La Bonanova,calle Sant Gervasi la Bonanova,1500,80,3,2
Apartamento,Barcelona,NA,Barcelona,1500,60,1,1
Piso,Barcelona,NA,Sant Ramon-La Maternitat,1400,100,3,2
Ático,Barcelona,NA,El Baix Guinardó,1700,100,4,2
Piso,Barcelona,Camp de l´Arpa,calle Navas de Tolosa,1125,73,3,1
Piso,Barcelona,El Raval,calle De Santa Clara,1400,35,1,1
Piso,Barcelona,Les corts,calle Les Corts,1650,85,3,2
Piso,Barcelona,Eixample dreta,vía Augusta,1295,100,3,2
Piso,Barcelona,NA,Eixample esquerra,2000,70,2,1
Piso,Barcelona,Horta,calle De Farnes,950,47,1,1
Piso,Barcelona,NA,Diagonal Mar,2200,95,2,2
Piso,Barcelona,Les corts,calle Ecuador,1650,85,3,2
Piso,Barcelona,Camp d´en Grassot,calle Camelies,1350,70,3,2
Piso,Barcelona,La Salut,calle De Santa Clara,1400,37,1,1
Piso,Barcelona,El Clot,calle Edison,1200,52,2,1
Loft,Barcelona,Hostafrancs,calle Torre D´ Damians,750,30,2,1
Piso,Barcelona,Eixample esquerra,calle Valencia,900,50,1,1
Piso,Barcelona,El Raval,calle De la Mercè,1700,50,2,1
Piso,Barcelona,NA,Fort Pienc,2100,142,5,2
Piso,Barcelona,Vallcarca i els Penitents,calle De la Mare de Déu del Coll,875,60,2,1
Piso,Barcelona,Eixample dreta,calle Aragó,1600,122,3,2
Piso,Barcelona,El Raval,calle De la Morera,850,55,2,1
Piso,Barcelona,La Sagrera,calle Meridiana,950,60,3,1
Piso,Barcelona,NA,La Barceloneta,2000,80,2,1
Casa,Barcelona,NA,El Poble Sec-Montjuïc,3500,180,5,2
Apartamento,Barcelona,NA,Sant Gervasi – Galvany,3000,180,4,4
Piso,Barcelona,El Raval,calle D'aragó,1500,75,2,2
Piso,Barcelona,NA,Born-Santa Caterina-Sant Pere-La Ribera,1900,85,3,2
Piso,Barcelona,Can Baró,calle Sanllehy,1050,86,2,1
Piso,Barcelona,Eixample esquerra,calle De la Mercè,1700,70,2,1
Piso,Barcelona,Eixample dreta,calle Consell de Cent,1700,60,2,1
Piso,Barcelona,NA,Diagonal Mar,1600,91,3,2
Piso,Barcelona,Sant Gervasi – La Bonanova,calle Teodora Lamadrid,3800,151,4,2
Piso,Barcelona,Horta,carretera Lloret de Mar,1400,80,3,1
Piso,Barcelona,NA,El Raval,1450,80,3,1
Apartamento,Barcelona,NA,El Parc i la Llacuna,2800,100,4,2
Apartamento,Barcelona,NA,Gràcia Nova,1000,65,1,1
Piso,Barcelona,NA,Sant Gervasi – Galvany,2500,85,2,1
Piso,Barcelona,El Raval,calle Del Pedró,740,35,1,0
Piso,Barcelona,Fort Pienc,calle Augusta,1514,90,2,2
Piso,Barcelona,NA,Sant Gervasi – La Bonanova,1300,110,2,2
Piso,Barcelona,NA,El Parc i la Llacuna,1550,70,2,1
Piso,Barcelona,NA,Eixample dreta,1350,60,2,1
Piso,Barcelona,La Barceloneta,calle De Laforja,850,50,1,1
Piso,Barcelona,La Sagrada Família,calle Provença,1100,40,1,1
Piso,Barcelona,El Gótic,calle Laietana,1600,72,2,2
Piso,Barcelona,NA,Eixample esquerra,900,57,1,1
Piso,Barcelona,NA,Eixample esquerra,1300,85,2,2
Piso,Barcelona,La Barceloneta,calle De Santa Clara,2300,115,2,2
Piso,Barcelona,La Sagrada Família,calle Gaudí,1275,78,3,2
Piso,Barcelona,NA,El Poblenou,1600,83,3,2
Piso,Barcelona,El Guinardó,calle Sant Iscle,850,75,2,1
Ático,Barcelona,El Putxet i Farró,ronda General Mitre,1100,50,1,1
Piso,Barcelona,La Sagrada Família,calle Llorens i Barba,1100,62,2,1
Piso,Barcelona,Sant Gervasi – Galvany,calle Marià Cubí,1100,68,1,1
Piso,Barcelona,El Putxet i Farró,calle Major de Sarrià,1300,80,3,1
Piso,Barcelona,NA,Eixample esquerra,1900,90,2,2
Piso,Barcelona,Eixample esquerra,calle Casanova,1580,105,2,2
Piso,Barcelona,Born-Santa Caterina-Sant Pere-La Ribera,calle Del Nou,1250,79,2,1
Piso,Barcelona,La Sagrada Família,calle Dos de Maig,975,81,4,1
Piso,Barcelona,NA,Eixample dreta,1850,80,2,1
Piso,Barcelona,NA,El Poblenou,1350,60,1,1
Piso,Barcelona,Provençals del Poblenou,calle García Fària,2175,98,3,1
Piso,Barcelona,NA,Eixample esquerra,1700,110,3,2
Dúplex,Barcelona,El Poblenou,calle Ramon Turró,1650,100,3,2
Piso,Barcelona,Gràcia Nova,calle Industria,1280,70,2,1
Piso,Barcelona,La Sagrada Família,calle Industria,890,50,1,1
Piso,Barcelona,Eixample dreta,calle Consell de Cent,1600,45,1,1
Piso,Barcelona,La Sagrada Família,calle Avda Gaudí,1300,55,2,2
Piso,Barcelona,El Gótic,calle Portaferrissa,1300,70,2,1
Piso,Barcelona,Born-Santa Caterina-Sant Pere-La Ribera,vía Laietana,2300,200,5,3
Ático,Barcelona,NA,Vila de Gràcia,4000,140,3,2
Piso,Barcelona,La Sagrada Família,calle Valencia,1350,90,3,2
Piso,Barcelona,El Clot,calle Independencia,1150,58,2,1
Piso,Barcelona,Les Roquetes-Canyelles,calle Las Torres,1065,81,4,2
Piso,Barcelona,Vilapicina i la Torre Llobeta,calle Vall D Ordesa,965,67,2,1
Loft,Barcelona,El Poblenou,calle Roc Boronat,2200,85,2,2
Apartamento,Barcelona,NA,Barcelona,3500,167,3,2
Piso,Barcelona,NA,El Guinardó,950,82,4,1
Piso,Barcelona,NA,Eixample esquerra,1600,83,2,2
Piso,Barcelona,Horta - guinardó,calle De Cànoves,900,97,3,2
Piso,Barcelona,La Teixonera,calle Sant Dalmir,950,70,3,1
Piso,Barcelona,Sarrià - sant gervasi,calle Madrazo,1275,90,3,1
Ático,Barcelona,El Gótic,calle Baixada de Santa Clara,1100,50,1,1
Piso,Barcelona,Camp de l´Arpa,calle Poblenou,1600,92,3,2
Piso,Barcelona,Provençals del Poblenou,calle Josep Pla,3900,100,3,2
Ático,Barcelona,NA,Eixample esquerra,1850,60,2,1
Piso,Barcelona,Vila de Gràcia,calle Massens,1200,70,2,1
Piso,Barcelona,NA,Eixample dreta,1800,79,2,1
Piso,Barcelona,NA,La Sagrada Família,1800,100,3,2
Piso,Barcelona,NA,Sant Gervasi – La Bonanova,4000,190,5,4
Piso,Barcelona,La Font d´en Fargues,calle Pedrell,1100,70,3,1
Piso,Barcelona,Sant Gervasi – La Bonanova,calle De Folgueroles,2260,165,5,2
Apartamento,Barcelona,NA,Born-Santa Caterina-Sant Pere-La Ribera,1150,50,1,1
Piso,Barcelona,Sants-Badal,calle D´Arizala,1300,85,3,1
Piso,Barcelona,NA,Sant Ramon-La Maternitat,1300,80,3,2
Piso,Barcelona,Sant Gervasi – Galvany,calle Muntaner,5207,253,5,5
Piso,Barcelona,NA,Eixample esquerra,1460,105,3,2
Piso,Barcelona,Eixample esquerra,calle Viladomat,1750,112,3,2
Piso,Barcelona,Camp de l´Arpa,calle De Provença,1600,90,3,1
Piso,Barcelona,Ciutat  Vella,calle Del Marquès de L´Argentera,1650,140,4,2
Piso,Barcelona,Diagonal Mar,calle Josep Pla,2500,105,4,2
Piso,Barcelona,El Poblenou,calle Ramón Turró,1650,95,4,2
Piso,Barcelona,La Verneda i La Pau,rambla Guipuzcoa,1065,75,2,1
Piso,Barcelona,El Raval,calle Tallers,3000,170,2,2
Apartamento,Barcelona,NA,Sant Gervasi – Galvany,3200,95,2,3
Piso,Barcelona,La Marina de Port,calle Muga,920,69,3,1
Ático,Barcelona,Sant Andreu de Palomar,calle Meridiana,1050,70,2,1
Piso,Barcelona,La Sagrada Família,calle De Mallorca,1500,85,3,2
Piso,Barcelona,NA,Born-Santa Caterina-Sant Pere-La Ribera,1150,50,1,1
Piso,Barcelona,El Raval,calle Del Malnom,860,47,2,1
Piso,Barcelona,Camp de l´Arpa,calle De Provença,1700,90,3,2
Piso,Barcelona,Navas,calle De Ferran Reyes,1000,58,3,1
Piso,Barcelona,Sant Antoni,calle Floridablanca,1300,95,3,2
Piso,Barcelona,El Poblenou,calle Sardenya,1450,78,3,1
Apartamento,Barcelona,NA,La Font de la Guatlla,1300,100,4,2
Piso,Barcelona,Eixample esquerra,calle De Còrsega,1175,70,2,1
Ático,Barcelona,NA,Sant Gervasi – Galvany,2100,80,1,1
Piso,Barcelona,Born-Santa Caterina-Sant Pere-La Ribera,calle Laietana,1500,96,3,1
Piso,Barcelona,El Putxet i Farró,calle El Putxet i Farró,1500,120,3,2
Piso,Barcelona,Sant andreu,calle Meridiana,865,62,1,1
Piso,Barcelona,Sant Gervasi – Galvany,calle Hercegovina,1700,130,3,2
Piso,Barcelona,NA,Eixample dreta,1100,55,2,1
Piso,Barcelona,Diagonal Mar,calle Ramon Turró,1600,90,3,2
Piso,Barcelona,El Gótic,calle El Gòtic,1350,50,2,1
Apartamento,Barcelona,NA,Barcelona,1700,85,2,2
Apartamento,Barcelona,NA,El Gótic,1800,80,2,2
Piso,Barcelona,NA,Sarrià,1300,55,1,1
Piso,Barcelona,El Raval,calle Nou de la Rambla,1100,50,2,1
Piso,Barcelona,Born-Santa Caterina-Sant Pere-La Ribera,calle De L'argenter,890,42,1,1
Piso,Barcelona,El Baix Guinardó,calle Teodor Llorente,1350,95,3,2
Estudio,Barcelona,El Raval,calle Reina Amàlia,800,40,1,1
Piso,Barcelona,Vila de Gràcia,calle Reig i Bonet,1150,43,1,1
Piso,Barcelona,Sant Antoni,calle Parlament,1150,70,2,2
Piso,Barcelona,Eixample dreta,paseo Gracia,1395,78,1,1
Piso,Barcelona,Hostafrancs,calle Vint i Sis de Gener,725,39,1,1
Piso,Barcelona,NA,El Raval,1250,75,2,1
Piso,Barcelona,Eixample esquerra,calle Roma,1460,100,3,2
Piso,Barcelona,La Sagrada Família,calle Enamorats,1200,75,4,1
Piso,Barcelona,Les Tres Torres,calle Modolell,850,67,1,1
Piso,Barcelona,Les corts,calle Bergueda,1450,100,3,2
Piso,Barcelona,NA,Born-Santa Caterina-Sant Pere-La Ribera,1100,55,1,1
Piso,Barcelona,Sants,calle De Badal,1500,50,1,1
Apartamento,Barcelona,NA,Barcelona,1600,75,1,1
Piso,Barcelona,Sant Gervasi – Galvany,calle Sant Gervasi Galvany,1690,109,3,2
Piso,Barcelona,El Raval,calle Del Marquès de Campo Sagrado,1300,95,4,2
Piso,Barcelona,Sants,calle Sants,1065,66,3,1
Ático,Barcelona,NA,Eixample esquerra,3000,130,2,2
Piso,Barcelona,NA,Les corts,2700,170,4,2
Apartamento,Barcelona,NA,Sant Martí,1650,105,3,2
Piso,Barcelona,NA,El Putxet i Farró,1550,95,3,1
Piso,Barcelona,Vallcarca i els Penitents,calle Mare de Deu del Coll,850,60,2,1
Apartamento,Barcelona,NA,Barcelona,1600,90,2,2
Piso,Barcelona,Pedralbes,calle De Les Mimoses,1200,57,2,1
Piso,Barcelona,La Barceloneta,calle De Joan de Borbó,1950,90,2,1
Apartamento,Barcelona,NA,Barcelona,2150,127,4,2
Loft,Barcelona,Born-Santa Caterina-Sant Pere-La Ribera,calle De Calders,950,40,1,0
Piso,Barcelona,NA,La Sagrada Família,1500,70,2,2
Piso,Barcelona,Vila de Gràcia,calle Escorial,1000,62,1,1
Piso,Barcelona,Born-Santa Caterina-Sant Pere-La Ribera,calle Abaixadors,1000,58,2,1
Piso,Barcelona,La Salut,travesía De Dalt,1000,62,1,1
Piso,Barcelona,Sant Gervasi – Galvany,calle Amigo,1300,80,2,2
Piso,Barcelona,Camp d´en Grassot,calle Sardenya,1100,77,2,2
Piso,Barcelona,Eixample esquerra,calle Gran Vis,1250,75,2,1
Apartamento,Barcelona,NA,El Gótic,1200,65,1,1
Piso,Barcelona,Sant Martí,calle Gran Via de Les Corts Catalane,1300,100,3,1
Piso,Barcelona,NA,Sant Gervasi – La Bonanova,1600,130,3,2
Piso,Barcelona,Sant Ramon-La Maternitat,calle Sabino Arana,1800,140,4,3
Piso,Barcelona,La Font de la Guatlla,calle Gran Via,1250,75,2,1
Piso,Barcelona,Born-Santa Caterina-Sant Pere-La Ribera,calle Montanyans,950,50,1,1
Piso,Barcelona,Sant Ramon-La Maternitat,calle Sabino Arana,1800,130,4,3
Piso,Barcelona,NA,El Clot,1100,80,2,1
Piso,Barcelona,Sant Andreu de Palomar,calle Peronella,900,48,2,1
Piso,Barcelona,La Sagrada Família,calle Gaudí,1275,78,3,1
Piso,Barcelona,Eixample esquerra,calle Aragó,1700,70,2,1
Piso,Barcelona,Vila de Gràcia,calle Montmany,825,40,1,1
Piso,Barcelona,El Raval,calle Peu de la Creu,1050,57,2,1
Piso,Barcelona,El Turó de la Peira-Can Peguera,calle Vall D'ordesa,965,65,2,1
